MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup
808208,1192,132,2,1998,0.0,UNK,3/31/2005 0:00,322BL,322,B,UNK,L,Large / Medium,New Jersey,TEX
1555041,4123,132,1,1971,0.0,UNK,9/26/2007 0:00,D6C,D6,C,UNK,UNK,Medium,Texas,TTT
1096259,3263,132,1,1996,0.0,UNK,9/18/2001 0:00,921B,921,B,UNK,UNK,Medium,Ohio,WL
1164836,6788,132,1,1983,0.0,UNK,4/12/1990 0:00,580,580,UNK,UNK,UNK,UNK,Texas,BL
984730,1229,132,1,1992,0.0,UNK,6/5/2001 0:00,325L,325,UNK,UNK,L,Large / Medium,Utah,TEX
1304436,3356,132,9,1973,0.0,UNK,2/18/2004 0:00,12F,12,F,UNK,UNK,UNK,Florida,MG
1488833,6634,132,99,1979,0.0,UNK,9/29/1994 0:00,1845,1845,UNK,UNK,UNK,UNK,Virginia,SSL
144610,3538,132,1,1998,0.0,UNK,11/18/2004 0:00,416C,416,C,UNK,UNK,UNK,Georgia,BL
1551967,6742,132,1,1978,0.0,UNK,6/15/1990 0:00,450,450,UNK,UNK,UNK,UNK,California,TTT
13920,4148,132,1,1983,0.0,UNK,4/12/1994 0:00,D8L,D8,L,UNK,UNK,Large,Tennessee,TTT
1257194,4137,132,17,1919,0.0,UNK,10/12/1999 0:00,D7E,D7,E,UNK,UNK,Large,Idaho,TTT
1167333,3357,132,2,1975,0.0,UNK,7/11/1998 0:00,12G,12,G,UNK,UNK,UNK,New York,MG
1139987,3357,132,9,1985,0.0,UNK,8/27/2003 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG
1323456,6974,132,12,1970,0.0,UNK,3/30/2005 0:00,120,120,UNK,UNK,UNK,UNK,South Carolina,MG
1021365,7916,121,3,1000,1605.0,Low,12/18/2008 0:00,2060XL,2060XL,UNK,UNK,UNK,UNK,Utah,SSL
1133599,6788,132,1,1984,0.0,UNK,5/16/1991 0:00,580,580,UNK,UNK,UNK,UNK,Arizona,BL
1425548,6633,132,12,1000,0.0,UNK,9/20/2000 0:00,1840,1840,UNK,UNK,UNK,UNK,South Carolina,SSL
1197469,3171,132,1,1997,0.0,UNK,3/13/2002 0:00,580L,580,L,UNK,UNK,UNK,Illinois,BL
1226021,3171,132,2,1995,0.0,UNK,12/5/1998 0:00,580L,580,L,UNK,UNK,UNK,North Carolina,BL
50893,1129,132,1,1999,0.0,UNK,2/15/2005 0:00,315BL,315,B,UNK,L,Small,Florida,TEX
1418776,4148,132,1,1982,0.0,UNK,12/4/2006 0:00,D8L,D8,L,UNK,UNK,Large,California,TTT
215989,9551,121,3,1999,2566.0,Medium,1/12/2006 0:00,763,763,UNK,UNK,UNK,UNK,Texas,SSL
1022451,5244,121,3,1000,7681.0,Low,10/27/2011 0:00,D155-1,D155,UNK,-1,UNK,Large,Texas,TTT
511814,4156,132,19,1982,0.0,UNK,7/29/1992 0:00,D9L,D9,L,UNK,UNK,Large,California,TTT
1085716,3171,132,1,1998,0.0,UNK,9/20/2006 0:00,580L,580,L,UNK,UNK,UNK,Illinois,BL
437752,4140,132,2,1989,0.0,UNK,6/12/2002 0:00,D7H,D7,H,UNK,UNK,Large,Texas,TTT
318665,3466,121,3,1999,5225.0,Medium,4/12/2007 0:00,312B,312,B,UNK,UNK,Small,West Virginia,TEX
1128939,3170,132,2,1988,0.0,UNK,7/10/2004 0:00,580K,580,K,UNK,UNK,UNK,New York,BL
1301235,6788,132,18,1979,0.0,UNK,7/17/1993 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL
43842,1333,132,1,1998,0.0,UNK,5/14/2003 0:00,345BL,345,BL,UNK,UNK,Large / Medium,Florida,TEX
1380775,7009,132,2,2000,0.0,UNK,5/11/2005 0:00,226,226,UNK,UNK,UNK,UNK,Texas,SSL
1009806,3855,121,3,1000,32873.0,High,12/9/2010 0:00,966D,966,D,UNK,UNK,Medium,Alaska,WL
1018554,23743,121,3,1995,9639.0,Medium,1/26/2006 0:00,PC220LC6L,PC220,LC,6,L,Large / Medium,Texas,TEX
1444538,3883,132,1,1983,0.0,UNK,10/1/2004 0:00,988B,988,B,UNK,UNK,Large,Colorado,WL
1385816,1526,132,24,1984,0.0,UNK,9/7/1989 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Florida,TTT
869159,3822,132,4,1988,0.0,UNK,10/29/1998 0:00,950E,950,E,UNK,UNK,Medium,South Carolina,WL
1475242,3547,132,1,1999,0.0,UNK,10/5/2001 0:00,426C,426,C,UNK,UNK,UNK,Nevada,BL
1278789,3112,132,5,1995,0.0,UNK,11/10/2000 0:00,1845C,1845,C,UNK,UNK,UNK,New York,SSL
107403,3538,132,2,1997,0.0,UNK,8/22/2002 0:00,416C,416,C,UNK,UNK,UNK,Kentucky,BL
744739,7110,132,1,1988,0.0,UNK,9/12/2000 0:00,416,416,UNK,UNK,UNK,UNK,California,BL
1402897,4089,132,1,1981,0.0,UNK,4/20/1995 0:00,D3B,D3,B,UNK,UNK,UNK,Georgia,TTT
1392936,3161,132,5,1997,0.0,UNK,1/28/2003 0:00,550G,550,G,UNK,UNK,UNK,Connecticut,TTT
1299439,7271,132,23,1987,0.0,UNK,7/13/1996 0:00,936,936,UNK,UNK,UNK,Medium,Florida,WL
1088963,3356,132,1,1968,0.0,UNK,10/1/1997 0:00,12F,12,F,UNK,UNK,UNK,Florida,MG
1503443,3170,132,15,1989,0.0,UNK,7/20/2011 0:00,580K,580,K,UNK,UNK,UNK,Wyoming,BL
775987,3538,132,7,1998,0.0,UNK,10/18/2002 0:00,416C,416,C,UNK,UNK,UNK,South Carolina,BL
1556005,4149,132,1,1994,0.0,UNK,2/20/2007 0:00,D8N,D8,N,UNK,UNK,Large,Florida,TTT
1048492,3362,121,3,1000,685.0,Low,11/10/2011 0:00,140G,140,G,UNK,UNK,UNK,Texas,MG
1014386,3177,121,3,1000,769.0,Low,3/10/2011 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Mississippi,BL
1166613,3176,132,12,1985,0.0,UNK,6/14/2006 0:00,580SUPER E,580,SUPER E,UNK,UNK,UNK,South Carolina,BL
1250450,7267,132,1,1977,0.0,UNK,10/5/1989 0:00,930,930,UNK,UNK,UNK,UNK,Ohio,WL
1147408,7620,132,1,1988,0.0,UNK,11/16/1993 0:00,IT12,IT12,UNK,UNK,UNK,Compact,Wisconsin,WL
1535542,4128,132,24,1987,990.0,Medium,7/20/1989 0:00,D6H,D6,H,UNK,UNK,Medium,Georgia,TTT
1460213,3823,132,1,1992,0.0,UNK,11/15/2006 0:00,950F,950,F,UNK,UNK,Medium,Georgia,WL
1085002,4123,132,22,1975,0.0,UNK,10/6/2005 0:00,D6C,D6,C,UNK,UNK,Medium,Minnesota,TTT
1509290,7110,132,1,1988,0.0,UNK,10/12/2000 0:00,416,416,UNK,UNK,UNK,UNK,North Carolina,BL
1461063,3178,132,2,1998,0.0,UNK,9/20/2003 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Ohio,BL
1478816,85,132,1,1996,0.0,UNK,5/14/2003 0:00,966FII,966,F,II,UNK,Medium,Florida,WL
1067917,25153,121,3,2000,3766.0,Medium,10/18/2007 0:00,9040BLR,9040,B,UNK,LR,Large / Medium,Texas,TEX
214395,3857,132,1,1993,0.0,UNK,3/17/2005 0:00,966F,966,F,UNK,UNK,Medium,Colorado,WL
1443455,3112,132,10,1986,0.0,UNK,3/17/2010 0:00,1845C,1845,C,UNK,UNK,UNK,Louisiana,SSL
1165851,3243,132,2,1998,0.0,UNK,12/8/2001 0:00,85XT,85,XT,UNK,UNK,UNK,Tennessee,SSL
1555186,7110,132,2,1987,0.0,UNK,3/24/1995 0:00,416,416,UNK,UNK,UNK,UNK,New Jersey,BL
1128588,7070,132,2,1995,0.0,UNK,9/14/2002 0:00,320,320,UNK,UNK,UNK,Large / Medium,New Jersey,TEX
1170002,4128,132,1,1986,0.0,UNK,12/5/1989 0:00,D6H,D6,H,UNK,UNK,Medium,Tennessee,TTT
1315594,3171,132,2,1998,0.0,UNK,2/3/2005 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL
1095272,4322,132,13,1991,0.0,UNK,9/9/2006 0:00,IT12B,IT12,B,UNK,UNK,Compact,Tennessee,WL
1025102,4821,121,3,1000,6037.0,Low,10/15/2009 0:00,790D,790,D,UNK,UNK,Large / Medium,Mississippi,TEX
1268691,3538,132,5,1997,1600.0,Medium,1/21/2000 0:00,416C,416,C,UNK,UNK,UNK,Connecticut,BL
1257626,7524,132,2,1988,0.0,UNK,2/8/1995 0:00,EL300,EL300,UNK,UNK,UNK,Large / Medium,Florida,TEX
1245287,7008,132,1,1978,0.0,UNK,5/9/1991 0:00,225,225,UNK,UNK,UNK,Large / Medium,Washington,TEX
1426315,6633,132,1,1994,0.0,UNK,11/6/2009 0:00,1840,1840,UNK,UNK,UNK,UNK,Nevada,SSL
1335051,7008,132,15,1985,0.0,UNK,4/13/2011 0:00,225,225,UNK,UNK,UNK,Large / Medium,Pennsylvania,TEX
1557975,6550,132,2,1989,0.0,UNK,11/19/1994 0:00,1088,1088,UNK,UNK,UNK,Large / Medium,Ohio,TEX
1521540,3538,132,1,1998,0.0,UNK,3/28/2003 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL
1237843,6633,132,2,1998,0.0,UNK,5/4/2002 0:00,1840,1840,UNK,UNK,UNK,UNK,Tennessee,SSL
1534504,6793,132,1,1994,0.0,UNK,3/6/1998 0:00,590,590,UNK,UNK,UNK,UNK,Nevada,BL
737369,3357,132,1,1990,0.0,UNK,12/13/2005 0:00,12G,12,G,UNK,UNK,UNK,California,MG
1453171,7110,132,1,1989,0.0,UNK,5/21/1991 0:00,416,416,UNK,UNK,UNK,UNK,Oregon,BL
1207376,6788,132,1,1987,0.0,UNK,5/23/1991 0:00,580,580,UNK,UNK,UNK,UNK,California,BL
1392704,954,132,1,1997,0.0,UNK,10/20/2005 0:00,550GLT,550,G,UNK,LT,UNK,Tennessee,TTT
1296872,4123,132,4,1973,0.0,UNK,2/1/1993 0:00,D6C,D6,C,UNK,UNK,Medium,Florida,TTT
1087045,1211,132,3,1998,0.0,UNK,6/13/2002 0:00,325BL,325,B,UNK,L,Large / Medium,Unspecified,TEX
344144,107,121,3,1000,0.0,UNK,9/30/2010 0:00,D3CII,D3,C,II,UNK,UNK,West Virginia,TTT
1256459,4139,132,8,1000,99.0,Low,1/27/2011 0:00,D7G,D7,G,UNK,UNK,Large,Alabama,TTT
971400,4228,132,1,1991,0.0,UNK,12/6/2005 0:00,EL300B,EL300,B,UNK,UNK,Large / Medium,Washington,TEX
1524242,4112,132,1,1978,0.0,UNK,3/25/1993 0:00,D5B,D5,B,UNK,UNK,UNK,Washington,TTT
1250434,4157,132,19,1988,0.0,UNK,10/25/2000 0:00,D9N,D9,N,UNK,UNK,Large,Nevada,TTT
246959,1596,132,11,1998,0.0,UNK,3/15/2001 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Mississippi,TTT
1301019,3177,132,27,1993,0.0,UNK,4/21/2006 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,North Carolina,BL
1308675,6899,132,6,1980,0.0,UNK,12/15/1992 0:00,980,980,UNK,UNK,UNK,Large / Medium,Kentucky,TEX
201346,3538,132,3,1998,0.0,UNK,9/19/2002 0:00,416C,416,C,UNK,UNK,UNK,Unspecified,BL
512149,3567,121,3,1993,8959.0,Medium,10/18/2007 0:00,446B,446,B,UNK,UNK,UNK,California,BL
1198857,6752,132,2,1986,0.0,UNK,11/21/1992 0:00,480,480,UNK,UNK,UNK,UNK,Ohio,BL
1138474,3171,132,14,1997,4119.0,Low,3/26/2010 0:00,580L,580,L,UNK,UNK,UNK,Indiana,BL
1420563,3414,132,11,1986,0.0,UNK,3/21/2000 0:00,235B,235,B,UNK,UNK,Large / Medium,Mississippi,TEX
1042006,23737,121,3,1000,3524.0,Low,5/19/2011 0:00,PC200LC6L,PC200,LC,6,L,Large / Medium,Tennessee,TEX
1268369,3883,132,1,1979,0.0,UNK,3/21/2005 0:00,988B,988,B,UNK,UNK,Large,Arizona,WL
1043302,1276,132,1,1994,0.0,UNK,9/27/2000 0:00,330L,330,UNK,UNK,L,Large / Medium,Ohio,TEX
1140547,3112,132,2,1996,200.0,Medium,3/20/1997 0:00,1845C,1845,C,UNK,UNK,UNK,New Jersey,SSL
1506491,3206,132,1,1976,0.0,UNK,6/20/2006 0:00,680E,680,UNK,UNK,E,UNK,Washington,BL
1215972,6793,132,1,1991,0.0,UNK,9/22/1998 0:00,590,590,UNK,UNK,UNK,UNK,Colorado,BL
229259,3538,132,2,1998,0.0,UNK,5/18/2002 0:00,416C,416,C,UNK,UNK,UNK,Pennsylvania,BL
1084566,3161,132,1,1996,0.0,UNK,2/15/2005 0:00,550G,550,G,UNK,UNK,UNK,Florida,TTT
1461512,3176,132,1,1987,0.0,UNK,3/29/2011 0:00,580SUPER E,580,SUPER E,UNK,UNK,UNK,Maryland,BL
864031,3567,132,5,1995,0.0,UNK,8/26/2005 0:00,446B,446,B,UNK,UNK,UNK,Connecticut,BL
893622,43,132,6,1992,0.0,UNK,10/19/1994 0:00,416II,416,UNK,II,UNK,UNK,North Carolina,BL
1137463,1177,132,1,1995,0.0,UNK,6/17/1998 0:00,320L,320,UNK,UNK,L,Large / Medium,Texas,TEX
1542154,6783,132,4,1995,0.0,UNK,2/4/1999 0:00,550,550,UNK,UNK,UNK,UNK,Florida,TTT
1531081,1605,132,1,1981,0.0,UNK,6/20/1996 0:00,D6DLGP,D6,D,UNK,LGP,Medium,Washington,TTT
1253930,3164,132,20,1980,0.0,UNK,4/3/1997 0:00,580C,580,C,UNK,UNK,UNK,Texas,BL
1358127,1129,132,5,1998,0.0,UNK,3/24/2000 0:00,315BL,315,B,UNK,L,Small,Connecticut,TEX
1065963,4603,121,3,1000,7194.0,Medium,7/23/2009 0:00,310D,310,D,UNK,UNK,UNK,Texas,BL
1137595,1333,132,2,2000,0.0,UNK,2/4/2007 0:00,345BL,345,BL,UNK,UNK,Large / Medium,Florida,TEX
1200179,3178,132,1,1999,0.0,UNK,12/8/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,North Carolina,BL
1180933,3767,132,4,1993,0.0,UNK,2/5/1998 0:00,918F,918,F,UNK,UNK,UNK,Florida,WL
1065182,3357,121,3,1000,2805.0,Low,3/17/2011 0:00,12G,12,G,UNK,UNK,UNK,Alabama,MG
215798,3537,121,3,1000,3322.0,Low,12/15/2011 0:00,416B,416,B,UNK,UNK,UNK,Maryland,BL
1506966,3178,132,1,1996,0.0,UNK,9/12/2003 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Missouri,BL
1498442,1681,132,4,1991,0.0,UNK,2/5/1998 0:00,E200BL,E200,B,UNK,L,Small,Florida,TEX
1238774,6788,132,1,1986,0.0,UNK,3/18/1993 0:00,580,580,UNK,UNK,UNK,UNK,Nevada,BL
1467992,7620,132,1,1989,0.0,UNK,3/28/2000 0:00,IT12,IT12,UNK,UNK,UNK,Compact,California,WL
363949,3538,132,3,1998,0.0,UNK,12/6/2001 0:00,416C,416,C,UNK,UNK,UNK,Unspecified,BL
887744,3538,132,2,2000,0.0,UNK,12/13/2002 0:00,416C,416,C,UNK,UNK,UNK,Alabama,BL
1511721,3170,132,23,1988,0.0,UNK,12/8/1995 0:00,580K,580,K,UNK,UNK,UNK,Pennsylvania,BL
245379,3161,132,1,1998,0.0,UNK,4/5/2001 0:00,550G,550,G,UNK,UNK,UNK,Georgia,TTT
1433854,3257,132,1,2000,0.0,UNK,11/16/2004 0:00,9040B,9040,B,UNK,UNK,Large / Medium,Texas,TEX
1088976,6633,132,2,1996,0.0,UNK,3/16/2000 0:00,1840,1840,UNK,UNK,UNK,UNK,Colorado,SSL
1172795,3165,132,21,1982,0.0,UNK,12/12/2000 0:00,580D,580,D,UNK,UNK,UNK,Maine,BL
310690,3767,132,9,1994,0.0,UNK,2/17/2003 0:00,918F,918,F,UNK,UNK,UNK,Florida,WL
477483,1046,132,1,1990,0.0,UNK,6/11/2001 0:00,225DLC,225,D,UNK,LC,Large / Medium,California,TEX
1350696,6742,132,1,1971,0.0,UNK,6/16/1992 0:00,450,450,UNK,UNK,UNK,UNK,Washington,TTT
1258154,3178,132,2,1996,0.0,UNK,3/20/2002 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Texas,BL
1450791,6851,132,18,1979,0.0,UNK,9/15/1992 0:00,850,850,UNK,UNK,UNK,UNK,Pennsylvania,TTT
1514123,4128,132,1,1988,0.0,UNK,10/7/1992 0:00,D6H,D6,H,UNK,UNK,Medium,California,TTT
1426039,3171,132,2,1999,0.0,UNK,2/4/2007 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL
887701,9119,121,3,1994,0.0,UNK,12/4/2008 0:00,WA420,WA420,UNK,UNK,UNK,Medium,North Carolina,WL
1302088,1092,132,2,1993,0.0,UNK,6/11/2003 0:00,307SSR,307,UNK,UNK,SSR,Mini,Texas,TEX
2698,23931,132,7,1997,0.0,UNK,5/31/2006 0:00,140HNA,140,H,UNK,UNK,UNK,Alabama,MG
223328,3774,132,2,1997,0.0,UNK,12/29/1999 0:00,924F,924,F,UNK,UNK,UNK,New York,WL
1511363,7289,132,1,1969,0.0,UNK,2/26/1991 0:00,980,980,UNK,UNK,UNK,Medium,Nevada,WL
1479089,6851,132,6,1979,0.0,UNK,4/12/1990 0:00,850,850,UNK,UNK,UNK,UNK,Louisiana,TTT
1140427,3178,132,3,1995,0.0,UNK,6/23/2011 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,California,BL
1512229,3084,132,1,1999,0.0,UNK,11/29/2000 0:00,1150G,1150,G,UNK,UNK,Medium,Ohio,TTT
1154865,3238,132,10,1996,0.0,UNK,5/9/2001 0:00,850G,850,G,UNK,UNK,UNK,Texas,TTT
1099192,3206,132,2,1978,0.0,UNK,3/18/1995 0:00,680E,680,UNK,UNK,E,UNK,Indiana,BL
1059518,4794,121,3,1000,8502.0,Low,2/25/2011 0:00,710D,710,D,UNK,UNK,UNK,Alabama,BL
47231,4331,132,11,1992,0.0,UNK,3/30/1999 0:00,IT28B,IT28,B,UNK,UNK,UNK,Mississippi,WL
1403338,3170,132,10,1989,0.0,UNK,3/30/2000 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL
1274082,6633,132,1,1995,0.0,UNK,3/16/2006 0:00,1840,1840,UNK,UNK,UNK,UNK,Colorado,SSL
76114,13854,132,1,1992,0.0,UNK,6/28/2005 0:00,D6HII,D6,H,II,UNK,Medium,Maryland,TTT
1185140,3206,132,12,1978,0.0,UNK,9/4/1997 0:00,680E,680,UNK,UNK,E,UNK,North Carolina,BL
1203783,1614,132,9,1988,0.0,UNK,2/9/1999 0:00,D6HLGP,D6,H,UNK,LGP,Medium,Florida,TTT
1087945,4128,132,4,1988,0.0,UNK,2/9/2000 0:00,D6H,D6,H,UNK,UNK,Medium,Florida,TTT
1108967,1596,132,1,1997,0.0,UNK,12/5/2000 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Illinois,TTT
1148088,3170,132,9,1000,0.0,UNK,11/17/2004 0:00,580K,580,K,UNK,UNK,UNK,South Carolina,BL
1536200,77,132,8,1993,0.0,UNK,11/20/2002 0:00,950FII,950,F,II,UNK,Medium,Mississippi,WL
1519016,3170,132,1,1987,0.0,UNK,9/10/1996 0:00,580K,580,K,UNK,UNK,UNK,Florida,BL
1137178,6633,132,2,2000,0.0,UNK,12/14/2005 0:00,1840,1840,UNK,UNK,UNK,UNK,California,SSL
568223,1133,121,3,1996,9011.0,Medium,10/14/2010 0:00,315L,315,UNK,UNK,L,Small,Michigan,TEX
1207619,7008,132,1,1976,0.0,UNK,11/14/1989 0:00,225,225,UNK,UNK,UNK,Large / Medium,Oregon,TEX
1414421,7267,132,4,1983,0.0,UNK,2/9/2000 0:00,930,930,UNK,UNK,UNK,UNK,Florida,WL
896994,13854,132,1,1993,0.0,UNK,10/5/1999 0:00,D6HII,D6,H,II,UNK,Medium,Tennessee,TTT
1096969,3165,132,25,1982,0.0,UNK,6/11/1994 0:00,580D,580,D,UNK,UNK,UNK,California,BL
808422,7002,132,2,2000,0.0,UNK,10/26/2001 0:00,216,216,UNK,UNK,UNK,UNK,New York,SSL
1196920,4146,132,1,1972,0.0,UNK,4/15/1993 0:00,D8H,D8,H,UNK,UNK,Large,Texas,TTT
1128348,6633,132,2,1996,0.0,UNK,8/25/2002 0:00,1840,1840,UNK,UNK,UNK,UNK,New York,SSL
1146274,6974,132,1,1971,0.0,UNK,6/25/1991 0:00,120,120,UNK,UNK,UNK,UNK,Alabama,MG
1090113,4102,132,11,1990,0.0,UNK,9/17/1997 0:00,D4C,D4,C,UNK,UNK,UNK,Mississippi,TTT
1145996,3112,132,8,1986,0.0,UNK,3/26/2003 0:00,1845C,1845,C,UNK,UNK,UNK,Mississippi,SSL
1032298,85,121,3,1996,27056.0,High,9/23/2010 0:00,966FII,966,F,II,UNK,Medium,Texas,WL
1134766,7267,132,1,1979,0.0,UNK,12/13/1994 0:00,930,930,UNK,UNK,UNK,UNK,Arizona,WL
1188658,4137,132,6,1919,0.0,UNK,12/13/1995 0:00,D7E,D7,E,UNK,UNK,Large,Kentucky,TTT
1153848,3312,132,2,1986,0.0,UNK,1/24/1998 0:00,W11B,W11,B,UNK,UNK,Compact,Ohio,WL
781470,1276,132,1,1994,0.0,UNK,2/24/2006 0:00,330L,330,UNK,UNK,L,Large / Medium,Florida,TEX
1378236,1035,132,4,1989,0.0,UNK,2/6/1997 0:00,215CLC,215,C,UNK,LC,Small,Florida,TEX
1091940,4146,132,1,1965,0.0,UNK,4/22/1998 0:00,D8H,D8,H,UNK,UNK,Large,New Mexico,TTT
814116,1597,132,2,1999,0.0,UNK,5/15/2004 0:00,D5MXL,D5,M,UNK,XL,Medium,Connecticut,TTT
1189696,6788,132,6,1983,0.0,UNK,12/13/1993 0:00,580,580,UNK,UNK,UNK,UNK,Kentucky,BL
1384462,4124,132,10,1996,0.0,UNK,12/2/1998 0:00,D6D,D6,D,UNK,UNK,Medium,Louisiana,TTT
1244857,3170,132,2,1989,0.0,UNK,10/1/1994 0:00,580K,580,K,UNK,UNK,UNK,Pennsylvania,BL
1457185,3112,132,2,1999,0.0,UNK,3/19/2003 0:00,1845C,1845,C,UNK,UNK,UNK,Texas,SSL
1135097,7469,132,6,1964,0.0,UNK,9/10/1993 0:00,D7,D7,UNK,UNK,UNK,Large,Illinois,TTT
1368460,77,132,4,1998,0.0,UNK,2/12/2007 0:00,950FII,950,F,II,UNK,Medium,Florida,WL
1229173,3199,132,2,1996,0.0,UNK,12/13/2001 0:00,621B,621,B,UNK,UNK,UNK,California,WL
1277573,6634,132,1,1982,0.0,UNK,9/30/1997 0:00,1845,1845,UNK,UNK,UNK,UNK,Ohio,SSL
1448883,1094,132,8,1997,0.0,UNK,5/26/2010 0:00,308BSR,308,B,UNK,SR,Small,Mississippi,TEX
685986,1587,132,1,1989,0.0,UNK,9/25/2001 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Illinois,TTT
1148882,6633,132,16,1993,0.0,UNK,6/14/2006 0:00,1840,1840,UNK,UNK,UNK,UNK,Wisconsin,SSL
1548031,3415,132,1,1992,0.0,UNK,9/21/2000 0:00,235C,235,C,UNK,UNK,Large / Medium,Texas,TEX
16453,3538,132,7,1999,0.0,UNK,6/6/2007 0:00,416C,416,C,UNK,UNK,UNK,Alabama,BL
1158733,3171,132,1,1999,0.0,UNK,3/20/2002 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL
1540216,6633,132,4,1996,0.0,UNK,2/4/1999 0:00,1840,1840,UNK,UNK,UNK,UNK,Florida,SSL
888318,1624,132,1,1997,0.0,UNK,9/17/2002 0:00,D6MXL,D6,M,UNK,XL,Medium,Mississippi,TTT
17802,1578,121,3,2000,1549.0,Low,2/26/2004 0:00,D5CLGP,D5,C,UNK,LGP,UNK,Hawaii,TTT
1056633,3783,121,3,1997,3755.0,Medium,8/26/2004 0:00,928G,928,G,UNK,UNK,UNK,Texas,WL
1266281,1605,132,1,1981,0.0,UNK,10/17/2001 0:00,D6DLGP,D6,D,UNK,LGP,Medium,Minnesota,TTT
1383236,6788,132,2,1988,0.0,UNK,3/12/1993 0:00,580,580,UNK,UNK,UNK,UNK,New Jersey,BL
1264619,1183,132,2,1994,0.0,UNK,12/11/1999 0:00,320N,320,UNK,UNK,N,Large / Medium,Pennsylvania,TEX
1553617,7267,132,4,1970,0.0,UNK,2/1/1989 0:00,930,930,UNK,UNK,UNK,UNK,Florida,WL
1412134,3806,132,2,1995,0.0,UNK,1/17/1998 0:00,938F,938,F,UNK,UNK,Medium,New York,WL
1004888,4880,121,3,1999,6251.0,Medium,12/18/2008 0:00,TD15E,TD15,E,UNK,UNK,Medium,Wisconsin,TTT
1489799,3357,132,6,1983,0.0,UNK,2/22/1996 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG
1334723,3357,132,2,1980,0.0,UNK,2/3/2011 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG
1329384,43,132,6,1990,0.0,UNK,10/17/1996 0:00,416II,416,UNK,II,UNK,UNK,New Mexico,BL
1369348,3357,132,1,1979,0.0,UNK,6/27/2006 0:00,12G,12,G,UNK,UNK,UNK,North Carolina,MG
526315,3365,132,1,1996,0.0,UNK,2/19/2002 0:00,143H,143,H,UNK,UNK,UNK,Florida,MG
19962,7008,132,11,1980,0.0,UNK,11/30/1994 0:00,225,225,UNK,UNK,UNK,Large / Medium,Mississippi,TEX
1160138,3223,132,1,1999,0.0,UNK,7/9/2008 0:00,75XT,75,XT,UNK,UNK,UNK,Texas,SSL
1338863,3269,132,1,1998,0.0,UNK,4/9/2002 0:00,95XT,95,XT,UNK,UNK,UNK,Georgia,SSL
1009149,5887,121,3,1998,11709.0,High,9/9/2005 0:00,L70C,L70,C,UNK,UNK,UNK,Florida,WL
1136098,6558,132,4,1989,1889.0,Medium,9/17/1992 0:00,1150,1150,UNK,UNK,UNK,Medium,Ohio,TTT
23264,1605,132,8,1982,0.0,UNK,3/26/2003 0:00,D6DLGP,D6,D,UNK,LGP,Medium,Mississippi,TTT
618293,3538,132,1,1998,0.0,UNK,11/6/2002 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL
1162289,3178,132,1,2000,0.0,UNK,6/26/2008 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Colorado,BL
1057346,2151,121,3,1000,3692.0,Low,1/7/2010 0:00,SK250LC,SK250,UNK,UNK,LC,Large / Medium,Texas,TEX
1547548,3538,132,1,1998,0.0,UNK,12/8/2004 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL
14940,23926,132,7,1998,0.0,UNK,3/2/2001 0:00,12HNA,12,H,UNK,UNK,UNK,Alabama,MG
1011684,4701,121,3,2000,5970.0,Medium,10/20/2005 0:00,544H,544,H,UNK,UNK,UNK,Florida,WL
1211371,6788,132,18,1983,0.0,UNK,4/7/1993 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL
1236748,6788,132,18,1989,3129.0,High,9/18/1993 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL
1519732,4146,132,1,1965,0.0,UNK,12/1/1992 0:00,D8H,D8,H,UNK,UNK,Large,Arizona,TTT
1202267,3883,132,1,1978,0.0,UNK,12/2/1999 0:00,988B,988,B,UNK,UNK,Large,Washington,WL
1178821,3150,132,1,1990,0.0,UNK,4/20/1995 0:00,480F,480,F,UNK,UNK,UNK,Georgia,BL
