MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup,SalePrice
1179983,4124,132,4,1980,0.0,UNK,2/11/1994 0:00,D6D,D6,D,UNK,UNK,Medium,Florida,TTT,35000
534250,4329,132,1,1999,0.0,UNK,2/17/2004 0:00,IT24F,IT24,F,UNK,UNK,UNK,Florida,WL,37000
1287202,13854,132,6,1991,0.0,UNK,5/8/1997 0:00,D6HII,D6,H,II,UNK,Medium,Tennessee,TTT,77000
900805,1355,132,1,1996,0.0,UNK,4/11/2007 0:00,350L,350,UNK,UNK,L,Large / Medium,Ohio,TEX,67500
889504,23926,132,8,1996,0.0,UNK,9/22/2005 0:00,12HNA,12,H,UNK,UNK,UNK,Mississippi,MG,83000
1248595,3170,132,16,1989,0.0,UNK,5/17/2000 0:00,580K,580,K,UNK,UNK,UNK,Ohio,BL,16000
1465232,3164,132,6,1980,0.0,UNK,12/12/1994 0:00,580C,580,C,UNK,UNK,UNK,Kentucky,BL,12000
1027957,28545,121,3,1998,0.0,UNK,8/23/2007 0:00,PC150LC6K,PC150,LC,6,K,Small,Texas,TEX,31000
1302593,4146,132,1,1969,0.0,UNK,12/5/2001 0:00,D8H,D8,H,UNK,UNK,Large,Washington,TTT,16000
349623,3538,121,3,1997,8878.0,Medium,12/16/2011 0:00,416C,416,C,UNK,UNK,UNK,West Virginia,BL,19500
1523955,3171,132,8,1996,0.0,UNK,9/10/2003 0:00,580L,580,L,UNK,UNK,UNK,Mississippi,BL,18500
115186,4123,132,6,1968,0.0,UNK,10/10/1995 0:00,D6C,D6,C,UNK,UNK,Medium,North Carolina,TTT,17500
1182720,43,132,22,1992,0.0,UNK,3/16/1996 0:00,416II,416,UNK,II,UNK,UNK,Minnesota,BL,25000
810306,7524,132,4,1989,0.0,UNK,10/3/2002 0:00,EL300,EL300,UNK,UNK,UNK,Large / Medium,New Hampshire,TEX,21000
1332545,7267,132,28,1983,0.0,UNK,12/8/2001 0:00,930,930,UNK,UNK,UNK,UNK,Mississippi,WL,14000
1408848,7271,132,18,1987,9398.0,Medium,4/12/1997 0:00,936,936,UNK,UNK,UNK,Medium,New Jersey,WL,41500
1106450,3112,132,2,1996,0.0,UNK,8/14/1999 0:00,1845C,1845,C,UNK,UNK,UNK,Tennessee,SSL,12500
1250110,3178,132,2,1995,0.0,UNK,9/26/2007 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Texas,BL,20000
1375219,3170,132,10,1988,0.0,UNK,11/11/1999 0:00,580K,580,K,UNK,UNK,UNK,Louisiana,BL,15500
1258723,77,132,1,1993,0.0,UNK,12/8/1998 0:00,950FII,950,F,II,UNK,Medium,Florida,WL,57500
1051965,1564,121,3,1000,7636.0,Low,2/24/2011 0:00,D4HLGP,D4,H,UNK,LGP,UNK,Maryland,TTT,15000
1193168,4124,132,1,1980,0.0,UNK,3/16/1989 0:00,D6D,D6,D,UNK,UNK,Medium,Florida,TTT,34000
61821,3406,132,1,1986,0.0,UNK,11/5/1992 0:00,225B,225,B,UNK,UNK,Large / Medium,Maine,TEX,61000
365670,3538,132,1,1999,0.0,UNK,11/7/2003 0:00,416C,416,C,UNK,UNK,UNK,Utah,BL,22000
1355629,4146,132,6,1965,0.0,UNK,4/5/1989 0:00,D8H,D8,H,UNK,UNK,Large,Wyoming,TTT,11000
1158874,3238,132,28,1994,0.0,UNK,9/8/2006 0:00,850G,850,G,UNK,UNK,UNK,Mississippi,TTT,24000
1485155,1035,132,1,1988,0.0,UNK,3/15/1990 0:00,215CLC,215,C,UNK,LC,Small,Florida,TEX,73000
189094,3883,132,1,1989,0.0,UNK,4/4/2002 0:00,988B,988,B,UNK,UNK,Large,Colorado,WL,55000
1124977,7095,132,1,1994,0.0,UNK,6/8/2004 0:00,350,350,UNK,UNK,UNK,Large / Medium,California,TEX,87500
1325856,7271,132,1,1985,0.0,UNK,3/16/1989 0:00,936,936,UNK,UNK,UNK,Medium,Florida,WL,55000
1541060,6633,132,16,1992,0.0,UNK,8/5/2004 0:00,1840,1840,UNK,UNK,UNK,UNK,Ohio,SSL,7100
1011770,3371,121,3,1000,0.0,UNK,5/17/2007 0:00,14G,14,G,UNK,UNK,UNK,Utah,MG,70000
1437125,6788,132,2,1987,0.0,UNK,8/7/1993 0:00,580,580,UNK,UNK,UNK,UNK,New York,BL,17500
1493176,3312,132,22,1990,0.0,UNK,9/20/2003 0:00,W11B,W11,B,UNK,UNK,Compact,Minnesota,WL,10000
1047140,4753,121,3,1000,10433.0,Medium,9/18/2008 0:00,644G,644,G,UNK,UNK,Medium,West Virginia,WL,32000
1506955,3164,132,17,1977,0.0,UNK,9/28/2000 0:00,580C,580,C,UNK,UNK,UNK,Idaho,BL,8000
1168493,13854,132,5,1994,0.0,UNK,7/19/2002 0:00,D6HII,D6,H,II,UNK,Medium,Maine,TTT,55000
1446159,3190,132,1,2000,0.0,UNK,6/5/2004 0:00,590SUPER L,590,SUPER L,UNK,UNK,UNK,Nevada,BL,27000
1507316,4148,132,6,1986,0.0,UNK,11/12/1992 0:00,D8L,D8,L,UNK,UNK,Large,Maine,TTT,61000
1485661,4089,132,11,1988,0.0,UNK,3/18/1998 0:00,D3B,D3,B,UNK,UNK,UNK,Mississippi,TTT,16500
1113132,3149,132,2,1988,0.0,UNK,3/25/1994 0:00,480E,480,E,UNK,UNK,UNK,New Jersey,BL,8250
1017761,4146,121,3,1970,0.0,UNK,5/5/2005 0:00,D8H,D8,H,UNK,UNK,Large,Pennsylvania,TTT,8500
1531393,3170,132,13,1988,0.0,UNK,6/9/2001 0:00,580K,580,K,UNK,UNK,UNK,Tennessee,BL,11000
1240638,13776,132,1,1999,0.0,UNK,12/18/2000 0:00,D3CIIIXL,D3,C,III,XL,UNK,Maryland,TTT,42000
13670,3762,132,2,1994,0.0,UNK,7/28/2001 0:00,910F,910,F,UNK,UNK,Compact,Ohio,WL,18500
842055,3538,132,2,1998,0.0,UNK,11/16/2002 0:00,416C,416,C,UNK,UNK,UNK,Connecticut,BL,30500
1039832,3883,121,3,1000,2343.0,Low,7/10/2008 0:00,988B,988,B,UNK,UNK,Large,Georgia,WL,10000
265067,3806,132,2,1995,0.0,UNK,2/7/2000 0:00,938F,938,F,UNK,UNK,Medium,Florida,WL,66000
1503922,6797,132,1,1989,0.0,UNK,6/16/2004 0:00,621,621,UNK,UNK,UNK,UNK,Texas,WL,20000
1421647,22318,132,18,1978,0.0,UNK,4/8/1989 0:00,680,680,UNK,UNK,UNK,UNK,Pennsylvania,BL,9000
1037546,7009,121,3,1999,800.0,Low,7/14/2005 0:00,226,226,UNK,UNK,UNK,UNK,Ohio,SSL,12000
1227558,3369,132,1,1971,0.0,UNK,7/19/1994 0:00,14E,14,E,UNK,UNK,UNK,North Dakota,MG,12000
1053880,13251,121,3,1999,4490.0,Medium,7/24/2008 0:00,580SUPER LII,580,SUPER L,II,UNK,UNK,Ohio,BL,22500
1136992,6788,132,18,1980,0.0,UNK,5/5/1993 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL,11000
1411513,7503,132,2,1991,0.0,UNK,2/5/2006 0:00,E140,E140,UNK,UNK,UNK,Small,Florida,TEX,29000
1465594,6793,132,3,1994,0.0,UNK,1/7/2010 0:00,590,590,UNK,UNK,UNK,UNK,California,BL,15500
1027386,28636,121,3,1000,0.0,UNK,6/30/2011 0:00,PC400LC5L,PC400,LC,5,L,Large / Medium,Illinois,TEX,23500
6508,4132,132,19,1996,0.0,UNK,4/11/2002 0:00,D6R,D6,R,UNK,UNK,Medium,California,TTT,100000
1409740,7054,132,2,1995,0.0,UNK,12/11/2004 0:00,311,311,UNK,UNK,UNK,Small,Pennsylvania,TEX,33000
1268391,3171,132,2,1997,0.0,UNK,9/27/2006 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL,17000
1467201,3171,132,2,1997,0.0,UNK,2/4/2002 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL,20000
231563,3547,121,3,2000,2172.0,Medium,4/29/2004 0:00,426C,426,C,UNK,UNK,UNK,Virginia,BL,31000
1344862,3178,132,1,1996,0.0,UNK,6/2/2009 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Idaho,BL,20000
857426,3803,132,1,1989,0.0,UNK,12/15/1989 0:00,936E,936,E,UNK,UNK,Medium,New Hampshire,WL,70000
1288284,3486,132,1,1996,0.0,UNK,5/20/2004 0:00,320B,320,B,UNK,UNK,Large / Medium,Texas,TEX,50000
1420495,4123,132,14,1974,0.0,UNK,6/25/2010 0:00,D6C,D6,C,UNK,UNK,Medium,Ohio,TTT,15000
1290690,3170,132,1,1989,0.0,UNK,5/4/2000 0:00,580K,580,K,UNK,UNK,UNK,Iowa,BL,13500
1292103,3261,132,2,2000,0.0,UNK,1/13/2007 0:00,90XT,90,XT,UNK,UNK,UNK,Ohio,SSL,13000
1346732,3178,132,1,2000,0.0,UNK,6/30/2005 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Colorado,BL,32500
1010007,15117,121,3,1996,1560.0,Low,10/4/2006 0:00,EX400LC3,EX400,UNK,LC,3,Large / Medium,Pennsylvania,TEX,18000
1366401,3170,132,99,1988,0.0,UNK,11/5/1997 0:00,580K,580,K,UNK,UNK,UNK,Wyoming,BL,21000
1346174,4123,132,17,1970,0.0,UNK,5/4/1999 0:00,D6C,D6,C,UNK,UNK,Medium,Idaho,TTT,18500
1312010,3171,132,1,1995,0.0,UNK,9/29/2009 0:00,580L,580,L,UNK,UNK,UNK,California,BL,15500
379393,1263,132,1,1997,0.0,UNK,6/13/2006 0:00,330BL,330,B,UNK,L,Large / Medium,California,TEX,75000
1330122,3357,132,12,1977,0.0,UNK,9/27/1995 0:00,12G,12,G,UNK,UNK,UNK,South Carolina,MG,47500
1216778,4146,132,1,1974,0.0,UNK,9/13/2005 0:00,D8H,D8,H,UNK,UNK,Large,California,TTT,29000
1239843,4090,132,5,1988,0.0,UNK,11/18/2000 0:00,D3C,D3,C,UNK,UNK,UNK,Connecticut,TTT,17000
1177785,7259,132,1,1988,0.0,UNK,9/12/2006 0:00,916,916,UNK,UNK,UNK,UNK,Ohio,WL,11000
337417,4333,132,3,1996,0.0,UNK,12/13/2001 0:00,IT28F,IT28,F,UNK,UNK,UNK,Unspecified,WL,45000
1254009,1526,132,1,1980,0.0,UNK,4/7/2000 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Minnesota,TTT,17000
1027792,23066,121,3,1000,0.0,UNK,8/23/2007 0:00,KLD88ZII,KLD88,Z,II,UNK,UNK,Texas,WL,9000
336403,3357,132,1,1988,0.0,UNK,10/16/1990 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG,50000
1088471,6788,132,18,1978,0.0,UNK,5/18/1990 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL,10500
1069418,4793,121,3,1990,4721.0,Low,6/2/2005 0:00,710C,710,C,UNK,UNK,UNK,California,BL,14500
1290633,3357,132,1,1980,0.0,UNK,6/17/1998 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG,44000
846519,2758,132,2,1997,0.0,UNK,10/26/2001 0:00,D5CIII,D5,C,III,UNK,UNK,New York,TTT,34500
1346647,4146,132,6,1964,0.0,UNK,4/5/1989 0:00,D8H,D8,H,UNK,UNK,Large,Wyoming,TTT,13250
1266021,3171,132,2,1995,0.0,UNK,8/14/1999 0:00,580L,580,L,UNK,UNK,UNK,Tennessee,BL,24500
1065820,1636,121,3,1998,27472.0,High,9/15/2011 0:00,D6RLGP,D6,R,UNK,LGP,Medium,Iowa,TTT,54000
156995,3538,132,1,2000,0.0,UNK,2/19/2002 0:00,416C,416,C,UNK,UNK,UNK,Florida,BL,36000
1482780,3238,132,2,1000,0.0,UNK,5/20/2000 0:00,850G,850,G,UNK,UNK,UNK,Connecticut,TTT,59500
245379,3161,132,7,1000,0.0,UNK,10/16/2003 0:00,550G,550,G,UNK,UNK,UNK,South Carolina,TTT,26750
1261768,3208,132,14,1984,2965.0,Low,10/29/2010 0:00,680H,680,UNK,UNK,H,UNK,Illinois,BL,10900
1524263,1532,132,1,1988,0.0,UNK,6/21/2000 0:00,D3CLGP,D3,C,UNK,LGP,UNK,Washington,TTT,14000
1366893,6788,132,4,1984,0.0,UNK,2/1/1989 0:00,580,580,UNK,UNK,UNK,UNK,Florida,BL,27000
1375261,7054,132,2,1995,0.0,UNK,12/9/2000 0:00,311,311,UNK,UNK,UNK,Small,Pennsylvania,TEX,27500
1556558,4156,132,6,1985,0.0,UNK,5/13/1997 0:00,D9L,D9,L,UNK,UNK,Large,Wyoming,TTT,85000
1261979,7070,132,1,1995,0.0,UNK,6/22/1999 0:00,320,320,UNK,UNK,UNK,Large / Medium,Florida,TEX,47500
1063978,4841,121,3,1000,5698.0,Low,9/23/2010 0:00,850C,850,C,UNK,UNK,Medium,Ohio,TTT,20000
1518915,7501,132,1,1988,0.0,UNK,9/23/2005 0:00,E110,E110,UNK,UNK,UNK,Small,North Carolina,TEX,17500
1260449,3177,132,2,1991,0.0,UNK,3/27/2008 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,New Jersey,BL,13000
456044,4107,121,3,1000,7102.0,Low,2/24/2011 0:00,D4H,D4,H,UNK,UNK,UNK,California,TTT,22000
1217126,3538,132,1,1997,0.0,UNK,9/16/1999 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL,28000
1232485,3356,132,3,1971,0.0,UNK,8/12/2010 0:00,12F,12,F,UNK,UNK,UNK,California,MG,10000
373590,3538,132,1,1999,0.0,UNK,9/14/2004 0:00,416C,416,C,UNK,UNK,UNK,Arizona,BL,22500
825080,1596,132,3,2000,0.0,UNK,2/14/2002 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Unspecified,TTT,67000
1367800,3243,132,1,2000,0.0,UNK,4/7/2005 0:00,85XT,85,XT,UNK,UNK,UNK,Ohio,SSL,14500
1495912,7110,132,1,1989,0.0,UNK,9/23/1997 0:00,416,416,UNK,UNK,UNK,UNK,Texas,BL,21000
1270835,3165,132,99,1981,0.0,UNK,3/29/1995 0:00,580D,580,D,UNK,UNK,UNK,Iowa,BL,13500
863437,1355,121,3,1997,10154.0,Medium,10/19/2006 0:00,350L,350,UNK,UNK,L,Large / Medium,Maine,TEX,42000
1125855,3171,132,2,1996,0.0,UNK,12/3/1999 0:00,580L,580,L,UNK,UNK,UNK,California,BL,25000
1374907,3170,132,3,1991,0.0,UNK,10/14/2010 0:00,580K,580,K,UNK,UNK,UNK,California,BL,12500
1298439,3767,132,2,1993,0.0,UNK,4/10/1999 0:00,918F,918,F,UNK,UNK,UNK,Illinois,WL,24500
1465714,3356,132,2,1968,0.0,UNK,2/8/1995 0:00,12F,12,F,UNK,UNK,UNK,Florida,MG,19500
1543519,3170,132,1,1989,0.0,UNK,6/14/2000 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL,17000
1191737,107,132,8,1991,0.0,UNK,3/23/2005 0:00,D3CII,D3,C,II,UNK,UNK,Mississippi,TTT,25000
1133211,4125,132,6,1993,0.0,UNK,8/11/1995 0:00,D6E,D6,E,UNK,UNK,Medium,Texas,TTT,87000
453744,3538,121,3,1997,3120.0,Medium,9/11/2006 0:00,416C,416,C,UNK,UNK,UNK,California,BL,30500
1231444,6634,132,2,1975,0.0,UNK,12/17/1994 0:00,1845,1845,UNK,UNK,UNK,UNK,New Jersey,SSL,6500
1058917,3112,121,3,1996,1927.0,Medium,6/30/2005 0:00,1845C,1845,C,UNK,UNK,UNK,Wisconsin,SSL,10000
1422013,4090,132,5,1990,4300.0,Medium,4/25/1998 0:00,D3C,D3,C,UNK,UNK,UNK,New Hampshire,TTT,25500
1278244,4137,132,22,1969,0.0,UNK,11/6/1996 0:00,D7E,D7,E,UNK,UNK,Large,Wisconsin,TTT,25000
1396601,4146,132,14,1969,0.0,UNK,9/14/1994 0:00,D8H,D8,H,UNK,UNK,Large,Indiana,TTT,17000
1156478,3177,132,99,1993,0.0,UNK,4/17/2004 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Pennsylvania,BL,14500
1378505,6788,132,10,1985,0.0,UNK,5/21/1993 0:00,580,580,UNK,UNK,UNK,UNK,Mississippi,BL,17250
1399317,3112,132,15,1993,0.0,UNK,3/28/2002 0:00,1845C,1845,C,UNK,UNK,UNK,New Jersey,SSL,7000
1483510,3178,132,1,2000,0.0,UNK,3/21/2005 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Arizona,BL,24000
314534,3538,132,1,1999,0.0,UNK,3/31/2006 0:00,416C,416,C,UNK,UNK,UNK,Nevada,BL,23000
1538154,3538,132,2,1997,0.0,UNK,6/12/2001 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,25500
1402272,3112,132,1,1998,0.0,UNK,7/9/2008 0:00,1845C,1845,C,UNK,UNK,UNK,Texas,SSL,7500
1194248,3357,132,1,1980,0.0,UNK,10/20/1994 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG,54000
1015613,3537,121,3,1000,8524.0,Medium,9/4/2008 0:00,416B,416,B,UNK,UNK,UNK,Texas,BL,16500
1052858,3350,121,3,1000,9591.0,Medium,7/10/2009 0:00,120G,120,G,UNK,UNK,UNK,Florida,MG,34000
1454818,3225,132,2,1987,0.0,UNK,10/1/1994 0:00,780C,780,C,UNK,UNK,UNK,Pennsylvania,BL,23500
1355416,3486,132,2,1996,0.0,UNK,6/3/2000 0:00,320B,320,B,UNK,UNK,Large / Medium,Florida,TEX,72000
1375813,4123,132,5,1975,0.0,UNK,8/26/2005 0:00,D6C,D6,C,UNK,UNK,Medium,Connecticut,TTT,13500
1299361,3171,132,3,1996,7982.0,High,12/13/2007 0:00,580L,580,L,UNK,UNK,UNK,California,BL,21500
1485282,1650,132,1,1992,0.0,UNK,6/26/2002 0:00,D7HIILGP,D7,H,II,LGP,Large,Maryland,TTT,42000
1251060,6633,132,17,1999,0.0,UNK,12/7/2004 0:00,1840,1840,UNK,UNK,UNK,UNK,Oregon,SSL,10000
22296,1211,132,1,1998,0.0,UNK,9/19/2002 0:00,325BL,325,B,UNK,L,Large / Medium,Georgia,TEX,62000
1312523,7110,132,1,1987,0.0,UNK,4/30/1992 0:00,416,416,UNK,UNK,UNK,UNK,Arizona,BL,18000
253429,4157,132,11,1987,0.0,UNK,12/6/2000 0:00,D9N,D9,N,UNK,UNK,Large,Mississippi,TTT,90000
1283777,3263,132,1,1998,0.0,UNK,11/29/2005 0:00,921B,921,B,UNK,UNK,Medium,Colorado,WL,55000
23745,23931,132,7,1999,0.0,UNK,6/6/2003 0:00,140HNA,140,H,UNK,UNK,UNK,Alabama,MG,110000
1100094,1624,132,1,1998,0.0,UNK,12/11/2002 0:00,D6MXL,D6,M,UNK,XL,Medium,Texas,TTT,70000
1318978,3170,132,2,1987,0.0,UNK,6/17/1995 0:00,580K,580,K,UNK,UNK,UNK,New Jersey,BL,22500
716948,4331,132,11,1992,0.0,UNK,1/25/2001 0:00,IT28B,IT28,B,UNK,UNK,UNK,South Carolina,WL,32500
1124201,3105,132,1,1998,0.0,UNK,6/5/2003 0:00,1825B,1825,B,UNK,UNK,UNK,Minnesota,SSL,6500
1043025,3883,121,3,1000,26932.0,Medium,8/12/2010 0:00,988B,988,B,UNK,UNK,Large,Texas,WL,33000
1337500,4089,132,23,1984,0.0,UNK,9/28/1996 0:00,D3B,D3,B,UNK,UNK,UNK,New Jersey,TTT,20000
1080929,3238,132,4,1996,1158.0,Low,2/9/2000 0:00,850G,850,G,UNK,UNK,UNK,Florida,TTT,41000
46038,4124,132,10,1978,0.0,UNK,10/19/2000 0:00,D6D,D6,D,UNK,UNK,Medium,Louisiana,TTT,28500
1354799,7502,132,1,1988,0.0,UNK,6/24/2003 0:00,E120,E120,UNK,UNK,UNK,Small,Maryland,TEX,12000
521088,1276,132,7,1995,0.0,UNK,6/1/2000 0:00,330L,330,UNK,UNK,L,Large / Medium,Alabama,TEX,60000
1321931,4146,132,1,1967,0.0,UNK,4/9/1996 0:00,D8H,D8,H,UNK,UNK,Large,Washington,TTT,17000
1142447,22318,132,24,1986,0.0,UNK,3/21/1991 0:00,680,680,UNK,UNK,UNK,UNK,Georgia,BL,16000
1297715,3171,132,17,1996,0.0,UNK,3/22/2005 0:00,580L,580,L,UNK,UNK,UNK,Oregon,BL,18000
1433791,3486,132,2,1996,0.0,UNK,3/18/2005 0:00,320B,320,B,UNK,UNK,Large / Medium,Nevada,TEX,43000
1188219,3778,132,14,1988,0.0,UNK,6/25/1999 0:00,926E,926,E,UNK,UNK,UNK,Indiana,WL,29500
1251568,4148,132,1,1985,0.0,UNK,6/16/2000 0:00,D8L,D8,L,UNK,UNK,Large,Idaho,TTT,52500
643521,1276,132,2,1996,0.0,UNK,3/14/2002 0:00,330L,330,UNK,UNK,L,Large / Medium,New Jersey,TEX,58500
1322921,4146,132,1,1974,0.0,UNK,10/8/1998 0:00,D8H,D8,H,UNK,UNK,Large,Maryland,TTT,41000
1513582,3822,132,6,1989,0.0,UNK,3/13/1997 0:00,950E,950,E,UNK,UNK,Medium,Florida,WL,52500
1417201,3822,132,1,1989,0.0,UNK,2/26/2002 0:00,950E,950,E,UNK,UNK,Medium,Arizona,WL,57000
621618,1596,132,1,1998,0.0,UNK,5/9/2006 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Texas,TTT,46000
1477790,3112,132,1,1995,0.0,UNK,2/24/2006 0:00,1845C,1845,C,UNK,UNK,UNK,Florida,SSL,9500
1209662,3857,132,4,1992,0.0,UNK,2/7/2005 0:00,966F,966,F,UNK,UNK,Medium,Florida,WL,57000
798422,1333,121,3,1998,15902.0,High,12/13/2007 0:00,345BL,345,BL,UNK,UNK,Large / Medium,Florida,TEX,67000
1238979,3171,132,4,1997,0.0,UNK,2/17/2001 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL,23000
1224840,3165,132,1,1983,0.0,UNK,12/14/1994 0:00,580D,580,D,UNK,UNK,UNK,Texas,BL,12500
1384230,4112,132,99,1983,2043.0,Low,11/29/1995 0:00,D5B,D5,B,UNK,UNK,UNK,Ohio,TTT,21500
1268648,1614,132,1,1990,0.0,UNK,11/10/1992 0:00,D6HLGP,D6,H,UNK,LGP,Medium,Colorado,TTT,87000
1011043,460,121,3,1996,4336.0,Medium,5/20/2004 0:00,PC300LC6,PC300,UNK,LC,6,Large / Medium,Massachusetts,TEX,41000
1158170,6974,132,2,1969,0.0,UNK,10/11/2002 0:00,120,120,UNK,UNK,UNK,UNK,Florida,MG,8000
1340836,3165,132,1,1982,0.0,UNK,10/20/2005 0:00,580D,580,D,UNK,UNK,UNK,Tennessee,BL,9500
1237289,3819,132,1,1982,0.0,UNK,7/23/1996 0:00,950B,950,B,UNK,UNK,Medium,Texas,WL,42000
1494195,23944,132,2,1984,0.0,UNK,2/4/2011 0:00,215B,215,B,UNK,UNK,Small,Florida,TEX,9500
1106905,4146,132,6,1969,0.0,UNK,4/23/1996 0:00,D8H,D8,H,UNK,UNK,Large,Kentucky,TTT,13000
1061467,4699,121,3,1000,8770.0,Low,1/14/2010 0:00,544E,544,E,UNK,UNK,UNK,Florida,WL,11500
807226,1636,121,3,2000,14346.0,Medium,3/17/2011 0:00,D6RLGP,D6,R,UNK,LGP,Medium,Tennessee,TTT,52000
1557935,1652,132,1,1988,0.0,UNK,12/7/1993 0:00,D7HLGP,D7,H,UNK,LGP,Large,Texas,TTT,80000
1390956,6788,132,1,1979,0.0,UNK,11/24/1992 0:00,580,580,UNK,UNK,UNK,UNK,Nevada,BL,10000
774360,1584,132,7,1995,0.0,UNK,4/19/2002 0:00,D5HIILGP,D5,H,II,LGP,Medium,South Carolina,TTT,42500
1119385,1355,132,2,1994,0.0,UNK,2/4/2002 0:00,350L,350,UNK,UNK,L,Large / Medium,Florida,TEX,75000
1273060,3171,132,1,1995,0.0,UNK,2/19/1998 0:00,580L,580,L,UNK,UNK,UNK,California,BL,32000
1363524,7110,132,1,1988,0.0,UNK,12/6/2005 0:00,416,416,UNK,UNK,UNK,UNK,Washington,BL,14000
1383046,7259,132,4,1987,0.0,UNK,10/29/1998 0:00,916,916,UNK,UNK,UNK,UNK,South Carolina,WL,20500
1508165,3538,132,2,1997,0.0,UNK,3/25/1999 0:00,416C,416,C,UNK,UNK,UNK,Nevada,BL,39000
1126049,3803,132,1,1988,0.0,UNK,3/22/2006 0:00,936E,936,E,UNK,UNK,Medium,California,WL,29000
115139,3357,132,2,1989,0.0,UNK,12/2/1994 0:00,12G,12,G,UNK,UNK,UNK,New York,MG,84000
1130333,3178,132,2,1998,0.0,UNK,9/23/2005 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,New Jersey,BL,27000
1105571,3320,132,1,1980,0.0,UNK,6/22/1995 0:00,W20B,W20,B,UNK,UNK,UNK,Colorado,WL,19500
1267084,22318,132,11,1980,0.0,UNK,8/22/1992 0:00,680,680,UNK,UNK,UNK,UNK,Mississippi,BL,9000
544712,7070,132,1,1995,0.0,UNK,2/25/1999 0:00,320,320,UNK,UNK,UNK,Large / Medium,California,TEX,58000
1282954,3178,132,1,1995,0.0,UNK,3/29/2002 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,California,BL,23500
1094069,3170,132,2,1990,0.0,UNK,9/12/2002 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL,11500
1034750,3176,121,3,1000,0.0,UNK,4/30/2009 0:00,580SUPER E,580,SUPER E,UNK,UNK,UNK,Idaho,BL,9000
9371,1584,132,7,1996,0.0,UNK,3/5/1998 0:00,D5HIILGP,D5,H,II,LGP,Medium,Alabama,TTT,115000
1469243,3257,132,1,1999,0.0,UNK,9/19/2002 0:00,9040B,9040,B,UNK,UNK,Large / Medium,Georgia,TEX,63000
1497924,6788,132,1,1985,0.0,UNK,6/22/1989 0:00,580,580,UNK,UNK,UNK,UNK,Oregon,BL,22000
1350240,3178,132,1,1997,0.0,UNK,12/6/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Washington,BL,25000
1206023,3171,132,11,1998,0.0,UNK,3/15/2001 0:00,580L,580,L,UNK,UNK,UNK,Mississippi,BL,26500
1391268,3189,132,14,1995,0.0,UNK,6/18/2010 0:00,590L,590,L,UNK,UNK,UNK,Indiana,BL,19500
51201,3824,132,19,1998,0.0,UNK,10/4/2006 0:00,950G,950,G,UNK,UNK,Medium,Texas,WL,72500
1552805,7267,132,11,1977,0.0,UNK,9/6/2000 0:00,930,930,UNK,UNK,UNK,UNK,Mississippi,WL,17000
39197,3416,121,3,1000,12305.0,Medium,4/29/2010 0:00,235D,235,D,UNK,UNK,Large / Medium,Illinois,TEX,38000
1316390,3270,132,1,1979,0.0,UNK,5/19/1994 0:00,980B,980,B,UNK,UNK,Large / Medium,Maine,TEX,16000
1530674,1552,132,18,1974,0.0,UNK,5/5/1993 0:00,D4DLGP,D4,D,UNK,LGP,UNK,Pennsylvania,TTT,13000
998163,1355,132,1,1994,0.0,UNK,9/20/2002 0:00,350L,350,UNK,UNK,L,Large / Medium,Wyoming,TEX,57000
1248233,4137,132,6,1967,0.0,UNK,3/27/1997 0:00,D7E,D7,E,UNK,UNK,Large,Texas,TTT,21000
1043355,4581,121,3,1998,7766.0,Medium,11/11/2010 0:00,230LC,230,UNK,UNK,LC,Large / Medium,Virginia,TEX,26000
1429571,4124,132,1,1984,0.0,UNK,3/7/2006 0:00,D6D,D6,D,UNK,UNK,Medium,California,TTT,40000
872542,3538,132,2,1998,0.0,UNK,9/6/2003 0:00,416C,416,C,UNK,UNK,UNK,New Hampshire,BL,29500
